Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Company Name,Company URL,Job Type,Deadline,Academic Level,Benefits,Level,URL,Role
Python Developer (Đã Từng Làm Dự Án Tự Động Hoá ),"['SQLITE', 'MYSQL', 'COOKIE', 'SESSION', 'REQUEST', 'LISTEN', 'SOCKET', 'EMMIT']","['PYTHON', 'SQL']",2,7,40.0,['Hà Nội'],15000000.0,25000000.0,2,['tiếng Việt'],Công ty Cổ phần Đào tạo trực tuyến Unica,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dao-tao-truc-tuyen-unica/2035.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Mức lương & pc: 15.000.000đ - 25.000.000đ/ tháng (thoả thuận theo năng lực) Ăn trưa miễn phí tại công tyChế độ lương tháng 13, review lương hàng nămChế độ nghỉ lễ tết, 12 ngày phép/ năm và thưởng phép năm theo thâm niênChế độ hiếu hỉ, thai sản, du lịch & team building 2 lần/ năm, tea break 2 lần/ thángThưởng sinh nhật công ty, thưởng sinh nhật cá nhân, thưởng 20/10, 8/3, thưởng lễ tết...Môi trường làm việc hòa đồng, thoải mái, văn hóa làm việc tử tếĐược học miễn phí 100% các khóa học phát triển chuyên môn và kỹ năng trên unicaĐược làm việc trong công ty thuộc top các công ty hàng đầu Việt Nam, sản phẩm nhân vănĐược trao quyền và tạo điều kiện tối đa sáng tạo và chủ động trong công việcThời gian làm việc: 8h30-17h30, Thứ 2 - Thứ 6 và 2 ngày Thứ 7 đầu tháng",Nhân viên,https://www.topcv.vn/viec-lam/python-developer-da-tung-lam-du-an-tu-dong-hoa/1672837.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Nhân Viên IT,"['MOBILE', 'WEB', 'API']",,2,7,45.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THANH SINH,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-dich-vu-thanh-sinh/219249.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Mức lương: Thỏa thuậnHưởng các chế độ BHXH theo quy địnhTham gia các chương trình du lịch hằng nămMôi trường làm việc hòa đồng, thân thiệnLộ trình phát triển công việc rõ ràng",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-it-tuc-tac-tea/1712568.html?ta_source=ITJobs_LinkDetail,Software Engineer
Chuyên viên Chính Qlrr Hoạt Động ( It Risk),"['DLP', 'ISO 27001:2013']",,2,6,45.0,['Hà Nội'],,,1,['tiếng Việt'],NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN - HÀ NỘI,https://www.topcv.vn/cong-ty/ngan-hang-thuong-mai-co-phan-sai-gon-ha-noi/125576.html,Toàn thời gian,30/05/2025,Đại Học trở lên,"1. Chế độ đãi ngộ hấp dẫn, xứng tầm- Lương hàng tháng và các chế độ phụ cấp cạnh tranh trên thị trường- Thưởng cuối năm hấp dẫn theo đánh giá hiệu quả công việc- Thưởng sinh nhật, Lễ/Tết,Chế độ thăm hỏi ốm đau...- Chăm sóc sức khoẻ toàn diện: Khám sức khoẻ hàng năm, gói bảo hiểm SHB care- Các hoạt động teambuilding, nhiều chương trình văn hóa - thể thao gắn kết nội bộ- Du lịch định kì 2 lần trong năm2. Môi trường làm việc hiện đại, tiên phong đổi mới- Không gian làm việc trẻ trung, hiện đại, đề cao sự sáng tạo- Làm việc với tinh thần tự chủ, linh hoạt và tiên phong- Các chương trình đào tạo, phát triển năng lực chuyên môn đa dạng",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-chinh-qlrr-hoat-dong-it-risk/1428862.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Chuyên Viên Hỗ Trợ Phần Mềm Ứng Dụng,"['CSDL', 'SQL']",,,,,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN - HÀ NỘI,https://www.topcv.vn/cong-ty/ngan-hang-thuong-mai-co-phan-sai-gon-ha-noi/125576.html,Toàn thời gian,30/05/2025,Đại Học trở lên,"1. Chế độ đãi ngộ hấp dẫn, xứng đáng với năng lực- Lương hàng tháng và các chế độ phụ cấp cạnh tranh trên thị trường- SHB chi trả toàn bộ các khoản chi phí Bảo hiểm y tế, Bảo hiểm xã hội và thuế TNCN- Thưởng cuối năm hấp dẫn theo đánh giá hiệu quả công việc- Thưởng sinh nhật, Lễ/Tết, thăm hỏi ốm đau...- Chăm sóc sức khoẻ toàn diện: Khám sức khoẻ hàng năm, gói bảo hiểm SHB care- Các hoạt động teambuilding, văn hoá - thể thao gắn kết nội bộ2. Môi trường làm việc hiện đại, tiên phong đổi mới- Không gian làm việc trẻ trung, hiện đại, đề cao sự sáng tạo- Làm việc với tinh thần tự chủ, linh hoạt và tiên phong- Cơ hội phát triển lên các vị trí quản lý3. Tổ chức học tập sôi nổi- Các chương trình đào tạo, phát triển năng lực chuyên môn đa dạng",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-ho-tro-phan-mem-ung-dung/950782.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Fresher QC (Tester),['API'],,2,6,45.0,['Hồ Chí Minh'],7000000.0,10000000.0,2,['tiếng Việt'],Mona Media,https://www.topcv.vn/brand/monamedia?id=71274,Toàn thời gian,31/05/2025,Đại Học trở lên,"Luôn được hướng dẫn tư duy Logic nghiệp vụXét lương tối thiểu 1 năm 1 lần và không dưới 10%Ngày nghỉ: 12 Ngày phép trong năm + Các ngày Lễ/ Tết, Thưởng tháng 13, Tham gia BHXH, Team buildingCác buổi training chuyên sâu kỹ thuật/ kỹ năng mềm định kỳCác giải thể thao điện tử định kỳHoạt động bóng đá mỗi thứ 5 hàng tuầnTeam Building tối thiểu 1 lần/nămLàm việc tại một môi trường thoải mái về đồng phục nhưng chuẩn mực về thái độCạnh tranh tại đấu trường Mona E-Sport với các môn thể thao HOT như Counter Strike, PES, Fifa... cùng nhiều giải thưởng hấp dẫnHoạt động thể thao, nâng cao sức khỏe thông qua những trận banh siêu kinh điển mỗi tuầnLeader luôn tạo điều kiện học hỏi và phát triển thông qua các buổi Seminar, giúp nâng cao tay nghề, tư duy làm việc chuyên nghiệp",Nhân viên,https://www.topcv.vn/brand/monamedia/tuyen-dung/fresher-qc-tester-j1299252.html?ta_source=ITJobs_LinkDetail,Manual Tester
Devops Engineer,"['CI/CD', 'DOCKER', 'KUBERNETES', 'AWS', 'AZURE', 'GCP', 'JENKINS', 'GITLAB CI', 'ANSIBLE', 'PUPPET', 'CHEF', 'IAC']",,,,,['Hồ Chí Minh'],,,1,['tiếng Việt'],Công ty Cổ Phần Galaxy Technology Services,https://www.topcv.vn/cong-ty/cong-ty-co-phan-galaxy-technology-services/59386.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"•	Attractive income.
•	Pay your full salary in two months of probation.
•	Review salary once per year.
•	12 days of annual leave.
•	Year-end bonus/ performance bonus based on the business performance.
•	Social, Health and others Insurance are based on Labor Law and Health insurance PVI
•	Activities: Company Trip, Year End Party, Sport (football, badminton, running club...), Christmas, Charity activities, ...
•	Good work environment and working in a professional, friendly, well-equipped environment.",Nhân viên,https://www.topcv.vn/viec-lam/devops-engineer/1713281.html?ta_source=ITJobs_LinkDetail,DevOps Engineer
Python Developer,"['DJANGO', 'NOSQL', 'ELASTICSEARCH', 'WEBSOCKET', 'GIT', 'SVN']",['PYTHON'],2,6,45.0,['Hồ Chí Minh'],12000000.0,19000000.0,3,['tiếng Việt'],BASE BUSINESS SOLUTIONS,https://www.topcv.vn/cong-ty/base-business-solutions/14423.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Phúc lợi: chế độ lương hấp dẫn,chế độ phúc lợi khác theo Luật lao động và chính sách của công ty.Được tham gia đầy đủ BHXH theo quy định nhà nước và gói bảo hiểm sức khỏe cho nhân viên.Cấp Laptop làm việc.Cơm trưa tại văn phòng.Du lịch hàng năm, các hoạt động nội bộ mỗi tháng.",Nhân viên,https://www.topcv.vn/viec-lam/python-developer/1239620.html?ta_source=ITJobs_LinkDetail,Backend Developer
IT Office Support,"['WINDOWS', 'MACOS', 'MICROSOFT OFFICE', 'NETWORKING']",,2,6,45.0,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",Le & Tran Trial Lawyers,https://www.topcv.vn/cong-ty/le-tran-trial-lawyers/88836.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"A collaborative and energetic workplace where team members support each other to achieve shared goalsOpportunities to participate in cross-functional projects, allowing you to work with different departments and gain diverse experience Exposure to various aspects of the business, including operations, strategy, client engagement, and decision-making processes",Nhân viên,https://www.topcv.vn/viec-lam/it-office-support/1707297.html?ta_source=ITJobs_LinkDetail,IT Consultant
Frontend Developer,"['GIT', 'HTML5', 'CSS3', 'VUE.JS', 'VUE Router', 'VUE', 'RESPONSIVE DESIGN', 'TAILWIND', 'SHOPIFY LIQUID', 'SHOPIFY']",['JAVASCRIPT'],2,6,42.5,['Hà Nội'],12000000.0,18000000.0,3,['tiếng Việt'],CÔNG TY CỔ PHẦN DỊCH VỤ VÀ PHÁT TRIỂN CÔNG NGHỆ BEAE VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dich-vu-va-phat-trien-cong-nghe-beae-viet-nam/74636.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"- Mức lương : 12 – 18M(tùy theo năng lực, có người hướng dẫn về dự án)- Thưởng tháng lương thứ 13.  Xem xét tăng lương 2 lần/ năm.- Có lộ trình thăng tiến và được các dev nhiều kinh nghiệm đào tạo nâng cao trình độ.- Được tham gia những dự án mới giải quyết những vấn đề thực tế của khách hàng.- Được đóng bảo hiểm sau khi ký hợp đồng chính thức.- Môi trường làm việc trẻ trung thân thiện, đa số ở độ tuổi 9x, 2k.- Các phúc lợi khác: hỗ trợ tiền ăn trưa, tiền gửi xe, sinh nhật, du lịch hàng năm- Thời gian làm việc từ 8h-17h15 thứ 2 - thứ 6 hàng tuần nghỉ thứ 7 và chủ nhật",Nhân viên,https://www.topcv.vn/viec-lam/frontend-developer-javascript-vuejs-luong-tu-12-18-trieu-thuong-2-nam-kinh-nghiem/1713196.html?ta_source=ITJobs_LinkDetail,Frontend Developer
Business Analyst Lead (Ecommerce Projects),"['MAGENTO', 'SHOPIFY', 'JIRA', 'CONFLUENCE', 'TRELLO', 'LUCIDCHART', 'UX/UI', 'ERP', 'CRM', 'PAYMENT GATEWAYS']",,2,6,45.25,['Hà Nội'],,50000000.0,1,"['tiếng Việt', 'tiếng Anh']",BSS Group,https://www.topcv.vn/cong-ty/bss-group/405.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Salary: Up to 50M. Review salary twice a year.A dynamic and supportive team culture focused on innovation and growth.Opportunities to work on international projects and drive digital transformation.Flexible working arrangements (remote/hybrid options).Benefits include birthday presents, seniority allowance, coverage of specialization course fees or career certifications.13.5 days of allowed absence per year (12 days according to laws and 1.5 days for the annual company trip).Opportunities to participate in team-building activities, picnics, summer trips, and voluntary activities regularly.Convenient office locations. Tea, coffee, and drinks are always available at the office.Social insurance and health insurance are provided by the company after a 2-month working trial, along with other benefits according to Labor Laws.",Trưởng nhóm,https://www.topcv.vn/viec-lam/business-analyst-lead-ecommerce-projects/1713130.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Trưởng Phòng Công Nghệ,"['CRM', 'AI', 'AUTOMATION', 'DATA', 'ZOHO', 'HUBSPOT', 'ZAPIER', 'CHATBOT', 'LOOKER', 'GPT API', 'GOOGLE SHEET', 'POS']",,2,7,54.0,['Đà Nẵng'],,,1,['tiếng Việt'],Công ty TNHH Thời Trang LoLem,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thoi-trang-lolem/153911.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"- Lương thỏa thuận theo năng lực.- Hưởng đầy đủ các chế độ theo Luật định: BHXH, nghỉ phép, lễ tết, …- Làm việc trong môi trường năng động, trẻ trung, tư duy mở.- Hỗ trợ cơm ca, công tác phí, …- Các chế độ phúc lợi theo quy định của Công ty và Công đoàn: Sinh nhật, hiếu hỉ, lễ tết, lương tháng 13, ….- Tham gia các chương trình du lịch, teambuilding hàng năm.- Hưởng chiết khấu 40% khi mua hàng tại LoLem.- Các quyền lợi, chế độ riêng đối với cấp quản lý.",Trưởng/Phó phòng,https://www.topcv.vn/viec-lam/truong-phong-cong-nghe/1711214.html?ta_source=ITJobs_LinkDetail,IT Project Manager
Fresher Tester,"['E-COMMERCE', 'AGILE', 'SCRUM', 'MAGENTO', 'BROWSERSTACK', 'JMETER', 'ISTQB']","['JAVASCRIPT', 'PHP', 'SQL', 'NOSQL']",2,6,42.25,['Hà Nội'],8000000.0,14000000.0,2,"['tiếng Việt', 'tiếng Anh']",BSS Group,https://www.topcv.vn/cong-ty/bss-group/405.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Salary: 8M – 14M (review every 6 months).English working environment with 100% foreign customers.Daily implement professional testing tools (Browserstack, Jmeter, Internal bug logging system...)Coverage of ISTQB certification fee and other advanced testing courses.Opportunity to be considered for Business Analyst position.Youthful and dynamic working environment with 95% members are 9x, we have many clubs: running, football, board game...Convenient office on the 14th, 16th, 18th, 19th and 20th floors creative workplace designs;The State statutory holidays and collective activities (team building, picnics, travel...) organized by the Company.Other benefits according to the provisions of the Company and the Labor Code.",Nhân viên,https://www.topcv.vn/viec-lam/fresher-tester/1713089.html?ta_source=ITJobs_LinkDetail,Manual Tester
Lập Trình Viên Mobile (Android Native/ Kotlin),"['ANDROID STUDIO', 'XCODE', 'LAUNCHER APP', 'ACCESSIBILITYSERVICE', 'FIREBASE PUSH NOTIFICATION', 'FLUTTER', 'BLOC', 'PROVIDER', 'GETX', 'MVVM', 'UI/UX', 'RESTFUL API', 'OOP', 'DATA STRUCTURES', 'ALGORITHM']","['JAVA', 'KOTLIN', 'DART']",2,6,45.0,['Hà Nội'],18000000.0,30000000.0,1,['tiếng Anh'],Công ty TNHH phần mềm 2NF,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phan-mem-2nf/27737.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"• Lương upto 30 tr• Xét tăng lương 1 năm 1 lần (cuối năm)• Đóng BHXH, BHYT, BHTN theo quy định nhà nước khi ký HĐLĐ chính thức với Công ty• Được tham gia các khóa học tiếng Anh, tiếng Nhật tại Công ty (công ty hỗ trợ).• Được khám sức khỏe định kỳ 1 năm 1 lần vào tháng 5• Hưởng đầy đủ chính sách phúc lợi của Công ty: thưởng các dịp Lễ, Tết, lương tháng 13, thưởng kinh doanh, du lịch, teambuilding,...• Môi trường chuyên nghiệp, năng động, trẻ trung.",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-android-native-kotlin/1666021.html?ta_source=ITJobs_LinkDetail,Mobile Developer
IT System Administrator / Network Engineer,"['AZURE', 'AWS', 'ORACLE CLOUD', 'VMWARE', 'HYPER-V', 'LINUX']",,2,6,40.0,['Đà Nẵng'],,,1,"['tiếng Việt', 'tiếng Anh']",CÔNG TY TNHH SYSTEMEXE VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-systemexe-viet-nam/90637.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"- Mức lương cạnh tranh- Thưởng hè, lương tháng 13, thưởng theo lợi nhuận vào cuối năm,...- Hệ thống giải thưởng thường xuyên: Giải thưởng nỗ lực, giải thưởng nhân viên xuất sắc, nhân viên triển vọng, thưởng dự án thành công, ...- Phụ cấp xăng xe, gửi xe- Được tham gia đầy đủ BHXH, BHYT, BHTN 100% lương- Được tham gia chương trình bảo hiểm sức khỏe PVI của công ty- Khám sức khỏe định kỳ hàng năm- 12 ngày phép + 1 ngày nghỉ sinh nhật- Du lịch thường niên, teambuilding tổ chức định kỳ, tham gia tiệc Công ty hàng tháng- Được tham gia các hoạt động thể thao (CLB bóng đá, cầu lông, cờ tướng)- Tham gia các khóa đào tạo về lập trình trong và ngoài Công ty- Hỗ trợ thi chứng chỉ và thưởng khi đạt được chứng chỉ",Nhân viên,https://www.topcv.vn/viec-lam/it-system-administrator-network-engineer/1508807.html?ta_source=ITJobs_LinkDetail,System Administrator
Kỹ Sư Bảo Trì Hệ Thống ( IT System Engineer ),"['ERP', 'SAP', 'SQL SERVER', 'POSTGRES SQL']","['JAVA', 'SQL']",2,6,40.0,['Hà Nội'],,,1,['tiếng Nhật'],CÔNG TY TNHH SYSTEMEXE VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-systemexe-viet-nam/90637.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"- Mức lương cạnh tranh- Thưởng hè, lương tháng 13, thưởng theo lợi nhuận vào cuối năm, ...- Hệ thống giải thưởng thường xuyên: Giải thưởng nỗ lực, giải thưởng nhân viên xuất sắc, nhân viên triển vọng, thưởng dự án thành công, ...- Được tham gia đầy đủ BHXH, BHYT, BHTN 100% lương- Chương trình sức khỏe PVI cho nhân viên và gia đình- Khám sức khỏe định kỳ- 12 ngày phép + 1 ngày nghỉ sinh nhật- Du lịch thường niên, teambuilding tổ chức định kỳ, tham gia tiệc Công ty hàng tháng- Được tham gia các hoạt động thể thao (CLB bóng đá, cầu lông, cờ tướng)- Tham gia các khóa kỹ năng mềm trong và ngoài Công ty- Đào tạo tiếng Nhật miễn phí, hỗ trợ thi chứng chỉ và thưởng khi đạt được chứng chỉ",Nhân viên,https://www.topcv.vn/viec-lam/ky-su-bao-tri-he-thong-it-system-engineer/1559882.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Cloud Engineer (AWS/OCI/Azure),"['AWS', 'OCI', 'AZURE', 'TERRAFORM', 'CLOUDFORMATION', 'CI/CD']",,2,6,45.0,"['Đà Nẵng', 'Hồ Chí Minh']",,,2,['tiếng Anh'],CÔNG TY TNHH SYSTEMEXE VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-systemexe-viet-nam/90637.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"- Mức lương cạnh tranh- Thưởng hè, lương tháng 13, thưởng theo lợi nhuận vào cuối năm, ...- Hệ thống giải thưởng thường xuyên- Được tham gia đầy đủ BHXH, BHYT, BHTN 100% lương- Chương trình sức khỏe PVI cho nhân viên và gia đình- Khám sức khỏe định kỳ- Phụ cấp xăng xe, gửi xe- 12 ngày phép + 1 ngày nghỉ sinh nhật- Du lịch thường niên, teambuilding tổ chức định kỳ, tham gia tiệc Công ty hàng tháng- Tham gia các khóa kỹ năng mềm trong và ngoài Công ty- Đào tạo tiếng Nhật, hỗ trợ thi chứng chỉ và thưởng khi đạt được chứng chỉ- Cơ hội thăng tiến và phát triển nghề nghiệp",Nhân viên,https://www.topcv.vn/viec-lam/cloud-engineer-aws-oci-azure/1658552.html?ta_source=ITJobs_LinkDetail,Cloud Engineer
Developer (Java /.Net),"['SPRING BOOT FRAMEWORK', '.NET FRAMEWORK', 'REACT', 'ANUGULAR', 'VUEJS', 'OOP', 'DESIGN PATTERN', 'WEB SERVICE', 'POSTGRESQL', 'MYSQL', 'GIT', 'SVN']","['JAVA', '.NET']",2,6,45.0,"['Cần Thơ', 'Hồ Chí Minh', 'Đà Nẵng']",,,4,"['tiếng Việt', 'tiếng Nhật']",CÔNG TY TNHH SYSTEMEXE VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-systemexe-viet-nam/90637.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"- Mức lương cạnh tranh- Thưởng hè, lương tháng 13, thưởng theo lợi nhuận vào cuối năm, ...- Hệ thống giải thưởng thường xuyên: Giải thưởng nỗ lực, giải thưởng nhân viên xuất sắc, nhân viên triển vọng, thưởng dự án thành công, ...- Được tham gia đầy đủ BHXH, BHYT, BHTN 100% lương- Chương trình sức khỏe PVI cho nhân viên và gia đình- Khám sức khỏe định kỳ- 12 ngày phép + 1 ngày nghỉ sinh nhật- Du lịch thường niên, teambuilding tổ chức định kỳ, tham gia tiệc Công ty hàng tháng- Được tham gia các hoạt động thể thao (CLB bóng đá, cầu lông, cờ tướng)- Tham gia các khóa kỹ năng mềm trong và ngoài Công ty- Đào tạo tiếng Nhật miễn phí, hỗ trợ thi chứng chỉ và thưởng khi đạt được chứng chỉ",Nhân viên,https://www.topcv.vn/viec-lam/developer-java-net/1658598.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Chuyên viên Business Analyst,"['UI/UX', 'UML', 'EXCEL', 'POSTMAN', 'JIRA', 'AGILE', 'SCRUM']",['SQL'],,7,,['Hà Nội'],12000000.0,23000000.0,5,['tiếng Việt'],Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-cong-nghe-va-thuong-mai-softdreams/17639.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Lương: 12-23 triệu + thưởng theo doanh thu dự án + thưởng doanh thu dịch vụChế độ lương thưởng hấp dẫn với lương tháng 14,15Đánh giá hiệu suất: 2 lần/nămCơ hội thăng tiến và thu nhập phù hợp tùy vào chuyên môn hoặc khả năng quản lý.Được học hỏi: SDS tạo điều kiện cho mọi người rèn luyện ở mọi lúc mọi nơi, đồng hành và thúc đẩy phát triển cá nhân từ đồng nghiệp và quản lý giàu kinh nghiệmĐược thử sức trong một môi trường làm việc trẻ trung, cởi mở với chính sách đãi ngộ tốtDu lịch hằng năm với địa điểm hấp dẫn, thường xuyên tổ chức các hoạt động team building gắn kết cộng đồng, các hoạt động vui chơi giải trí cho nhân viên.Tham gia chương trình hàng tháng, các buổi liên hoan, sinh nhật hàng tháng, tiệc noel, tất niên,...Được tham gia BHXH, BHYT, BHTN, chế độ nghỉ phép  theo luật hiện hành.",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-business-analyst/631537.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
. Net Developer (Retail),"['ASP.NET MVC', 'WEB API', 'DESIGN PATTERN', 'IOC', 'JQUERY', 'TYPESCRIPT', 'HTML5', 'CSS3', 'HTML', 'XHTML', 'XML', 'CSS', 'BOOTSTRAP', 'IIS', 'REDIS', 'REALTIME', 'SQL SERVER', 'QUEUE MESSAGING', 'FRONT END FRAMEWORK', 'ANGULAR', 'REACT', 'OOP']","['C#', '.NET']",2,6,,['Hà Nội'],25000000.0,40000000.0,3,['tiếng Việt'],Công ty Cổ phần Công nghệ KiotViet,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-kiotviet/136233.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"- Mức lương khởi điểm đứng đầu thị trường, tương xứng với năng lực và kinh nghiệm làm việc;- Thưởng hiệu quả làm việc lên đến 2 tháng lương; Thưởng cuối năm;- Làm việc từ Thứ 2 – Thứ 6, giờ làm việc linh hoạt;- Được hưởng các quyền lợi và chế độ theo luật quy định (Các ngày nghỉ lễ, BHXH, BHYT...);- Thưởng lễ, Tết, sinh nhật các chế độ đãi ngộ dành cho người thân, và các hoạt động thú vị khác trong năm- Chăm sóc sức khoẻ : Khám sức khoẻ định kỳ hàng năm, Bảo hiểm sức khoẻ cao cấp dành cho Level 3-3 trở lên theo quy định của công ty;- Làm việc trong môi trường trẻ trung, năng động; Không gian làm việc đẹp, không gian pantry rộng rãi;- Được cung cấp máy tính cấu hình cao, trang thiết bị làm việc hiện đại;- Cơ hội được đào tạo và thăng tiến tốt trong công việc. Lộ trình phát triển công việc rõ ràng.",Nhân viên,https://www.topcv.vn/viec-lam/net-developer-retail/1711375.html?ta_source=ITJobs_LinkDetail,Backend Developer
Backend Developer (Java),"['NETTY', 'SPRING', 'HIBERNATE', 'POSTGRESQL', 'MYSQL', 'REST', 'GRAPHQL', 'SSL', 'TLS', 'JWT', 'MQTT', 'COAP', 'KAFKA', 'RABBITMQ', 'ACTIVEMQ', 'ANGULAR', 'REACT', 'VUE', 'AZURE', 'GIT', 'JIRA']","['JAVA', 'SQL', 'NOSQL']",2,6,45.0,['Hồ Chí Minh'],,,2,"['tiếng Việt', 'tiếng Anh']",TMA Solutions,https://www.topcv.vn/cong-ty/tma-solutions/1179.html,Toàn thời gian,29/06/2025,Đại Học trở lên,"Benefits/ Opportunity:Working in an international, dynamic and professional environment with many opportunities to develop career.Having opportunities of being trained oversea and working directly with oversea customerA stable and rewarding position where your long-term commitment will be highly valued.Technical & Soft skills internal training coursesMany company activities (Sport and music festival, TMA Futsal league …) are held annually.Competitive salary and bonus.Total Health Care InsuranceLoan FundTeam Building Fund",Nhân viên,https://www.topcv.vn/viec-lam/backend-developer-java/1712664.html?ta_source=ITJobs_LinkDetail,Software Engineer
Front-End Developer (Fresher),"['HTML', 'CSS', 'JAVASCRIPTS', 'UI', 'UX', 'WEB ACCESSIBILITY', 'JQUERY', 'BROWSER CAPABILITY', 'INTERNET EXPLORER', 'IOS', 'REACT', 'VUE.JS', 'ANGULAR', 'WEB RESPONSIVE', 'WEB MOBILE']",,2,6,45.0,['Hà Nội'],,,5,,Công ty TNHH Hivelab Vina,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hivelab-vina/25441.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"- Thu nhập : package 14 tháng lương 1 năm ( bao gồm thưởng lễ tết + lương tháng 13).- Lương: Thỏa thuận khi phỏng vấn.- Đóng bảo hiểm Full lương theo quy định của luật lao động (BHXH,BHYT,BHTN).- Gói bảo hiểm sức khỏe  nâng cao MIC.- Các khóa đào tạo về chuyên môn, kỹ năng mềm theo nhu cầu của cá nhân và đội nhóm hàng năm- Dự án đa dạng, lộ trình phát triển rõ ràng, cơ hội thăng tiến cao.- Có cơ hội đào tạo + du lịch nước ngoài hàng năm đối với nhân viên xuất sắc.- Review tăng lương 2 lần/ năm.- Môi trường trẻ trung, năng động chuyên nghiệp,văn phòng hiện đại có quầy bar miễn phí trà nước cho nhân viên.",Nhân viên,https://www.topcv.vn/viec-lam/front-end-developer-fresher/1712985.html?ta_source=ITJobs_LinkDetail,Frontend Developer
IT Administrator,"['IT', 'NETWORKING', 'DOCKER', 'K8S', 'AGILE', 'SYSTEM SECURITY']","['JAVA', 'JAVASCRIPT', 'REACT', 'NODEJS']",,,,['Hồ Chí Minh'],,,1,['tiếng Việt'],SVTECH,https://www.topcv.vn/cong-ty/svtech/2994.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Click done – Happy come:Clear roadmap for development and promotion with a well-trained training plan.The training budget is up to $5000 / year, including the cost of funding studying & exam international certificates.Enjoy competitive salary, attractive bonus directly from the company's profits (minimum commitment of 14 months salary / year).Health Insurance Package for yourself and your family up to $3000 / person.Working in a professional, friendly environment with 4 core values: Trust, Teamwork, Knowledge & Creativity, Customer.Living with 4 values: Heath, Heart, Mind, Spirit with flexible working policy.The companionship between boss & employee. The company is the second home where members live and work together with an enthusiastic, sincere heart and the spirit of constant learning.Plentiful cultural and entertainment activities: Team building, Sports Club, music, Sun-flower program, Happy Hour ...",Nhân viên,https://www.topcv.vn/viec-lam/it-administrator/1711612.html?ta_source=ITJobs_LinkDetail,System Administrator
