Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Job_Type,Academic_Level,Experience_Years,Level,Company_Name,Company_Field,Company_URL,Deadline,URL,Date_Crawl_Module_1,Role
Business Analyst (Japaness),,,2,6,False,False,45.0,['Hà Nội'],,,1,['tiếng Nhật'],Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,CÔNG TY TNHH MUMESOFT INNOVATION,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mumesoft-innovation/139952.html,21/05/2025,https://www.topcv.vn/viec-lam/business-analyst-japaness/1659747.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:39:01,Business Analyst (Phân tích nghiệp vụ)
Dba,"['MYSQL', 'CASSANDRA', 'AWS AURORA', 'AWS RDS', 'AWS KEYSPACE', 'ELASTICSEARCH', 'AWS', 'ACL', 'ELB', 'EKS', 'IAM', 'EC2', 'SG', 'S3', 'RDBMS', 'NOSQL DBMS', 'ORM', 'KUBERNETES', 'DOCKER', 'CI/CD', 'LINUX', 'JIRA', 'CONFLUENCE']","['JAVA', 'NODEJS', 'SQL', 'NOSQL']",2,6,False,False,,['Hà Nội'],,,1,['tiếng Anh'],Toàn thời gian,Đại Học trở lên,Trên 5 năm,Nhân viên,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-samsung-sds-viet-nam/200963.html,21/05/2025,https://www.topcv.vn/viec-lam/dba-from-6-years-of-experience/1702497.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:39:23,Database Administrator (DBA)
Natural Language Processing (Nlp) Engineer,"['TENSORFLOW', 'KERAS', 'PYTORCH', 'GIT', 'DOCKER', 'POSTGRES', 'MYSQL', 'REDIS', 'RABBITMQ', 'KAFKA', 'RAYSERVE', 'TRITON', 'TORCHSERVE', 'NLP', 'LLM']","['PYTHON', 'C++']",2,6,False,False,,['Hà Nội'],,40000000.0,3,"['tiếng Việt', 'tiếng Anh', 'tiếng Trung']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty Cổ phần Công nghệ Prep,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,31/05/2025,https://www.topcv.vn/viec-lam/natural-language-processing-nlp-engineer-luong-cung-upto-40-trieu-thang-thuong-tai-ha-noi/1660562.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:39:48,AI Researcher
Product Owner Middle,"['AGILE', 'UX/UI']",,2,6,False,False,45.0,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,Công ty Cổ phần Công Nghệ Var Meta,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-var-meta/124490.html,30/05/2025,https://www.topcv.vn/viec-lam/product-owner-middle/1702487.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:40:11,Product Owner/Product Manager
Business Analyst Junior,"['BUSINESS ANALYSIS TOOLS', 'MICROSOFT EXCEL', 'UX/UI', 'FIGMA', 'BALSAMIQ']",['SQL'],2,6,False,False,45.0,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cổ phần Công Nghệ Var Meta,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-var-meta/124490.html,30/05/2025,https://www.topcv.vn/viec-lam/business-analyst-junior/1702485.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:40:36,Business Analyst (Phân tích nghiệp vụ)
Python Developer,"['SQL', 'ORACLE DB']","['PYTHON', 'SQL']",2,6,False,False,45.0,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,4 năm,Nhân viên,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-samsung-sds-viet-nam/200963.html,31/05/2025,https://www.topcv.vn/viec-lam/python-developer-from-4-years-of-experience/1598290.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:40:55,Software Engineer
Kỹ Sư An Toàn Thông Tin Quản Trị Mạng,"['TCP IP', 'ROUTING', 'SWITCHING', 'FIREWALL', 'IDS IPS', 'SIEM']","['SQL', 'NOSQL']",2,6,False,False,45.0,['Hà Nội'],15000000.0,20000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL,Bán lẻ - Hàng tiêu dùng - FMCG,https://www.topcv.vn/cong-ty/cong-ty-tnhh-nha-nuoc-mot-thanh-vien-thuong-mai-va-xuat-nhap-khau-viettel/198969.html,21/05/2025,https://www.topcv.vn/viec-lam/ky-su-an-toan-thong-tin-quan-tri-mang/1656080.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:41:14,Chuyên viên IT Security
Phát Triển Sản Phẩm,"['FIGMA', 'DIAGRAM']",,2,6,True,False,47.5,['Hà Nội'],12000000.0,20000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,Logistics - Vận tải,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giao-hang-tiet-kiem/3887.html,21/05/2025,https://www.topcv.vn/viec-lam/phat-trien-san-pham/1699141.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:41:28,Business Analyst (Phân tích nghiệp vụ)
Developer Tools,"['SELENIUM', 'PUPPETEER', 'GIT', 'POSTMAN', 'DOCKER', 'CHATGPT API', 'OPENAI API']","['PYTHON', 'JAVASCRIPT', 'SQL']",2,6,True,False,51.25,['Hà Nội'],20000000.0,30000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN DU LỊCH DỊCH VỤ THƯƠNG MẠI THIÊN PHÚ,Khác,https://www.topcv.vn/cong-ty/cong-ty-co-phan-du-lich-dich-vu-thuong-mai-thien-phu/146515.html,21/05/2025,https://www.topcv.vn/viec-lam/developer-tools-tu-2-nam-kinh-nghiem/1702942.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:41:47,Data Engineer
Lead Developer (Reactjs),"['WEBPACK', 'NGINX', 'VITE', 'RESTFUL APIS', 'OAUTH', 'JSON WEB TOKEN', 'GIT', 'UI KIT']","['JAVASCRIPT', 'SQL']",2,6,False,False,47.5,['Hà Nội'],15000000.0,17000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,4 năm,Nhân viên,CÔNG TY CP GIẢI PHÁP CÔNG NGHỆ VÀ NGUỒN LỰC TOPRATE,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-cp-giai-phap-cong-nghe-va-nguon-luc-toprate/44145.html,28/05/2025,https://www.topcv.vn/viec-lam/lead-developer-reactjs/1702456.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:42:06,Frontend Developer
Lập trình viên Node.js Backend Developer,"['NODE.JS', 'RESTFUL API', 'SQL', 'NOSQL', 'MONGODB', 'POSTGRESQL', 'REDIS', 'OPENCV', 'FFMPEG', 'TENSORFLOW', 'GIT', 'AWS', 'GOOGLE CLOUD', 'AZURE']","['JAVASCRIPT', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hà Nội'],12000000.0,18000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Cty CP Truyền Thông Thiên Phước,IT - Phần mềm,https://www.topcv.vn/cong-ty/cty-cp-truyen-thong-thien-phuoc/100988.html,21/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-node-js-backend-developer/1702418.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:42:29,Backend Developer
Nhân Viên It,"['WEBSITE', 'POS', 'CRM', 'BA', 'TESTER', 'IT HELPDESK', 'SYSTEM OPERATOR']",,2,6,True,,,['Nghệ An'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY CỔ PHẦN STAKA,Cơ khí,https://www.topcv.vn/cong-ty/cong-ty-co-phan-staka/112437.html,21/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-it/1702427.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:42:53,System Architect
Lập Trình Viên Mobile Flutter,"['FLUTTER FRAMEWORK', 'RESTFUL API', 'FIREBASE', 'SQLITE', 'PUSH NOTIFICATION', 'FIGMA']",['DART'],2,6,False,False,45.0,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,Cty CP Truyền Thông Thiên Phước,IT - Phần mềm,https://www.topcv.vn/cong-ty/cty-cp-truyen-thong-thien-phuoc/100988.html,21/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-flutter/1702392.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:43:13,Mobile Developer
Technical Game Artist,"['UNITY', 'UNREAL ENGINE', 'BLENDER', 'MAYA', 'PHOTOSHOP', 'SUBSTANCE PAINTER', 'SUBSTANCE DESIGNER', 'SPINE', 'UI/UX']","['PYTHON', 'MEL', 'C#']",2,6,False,False,45.0,['Hồ Chí Minh'],15000000.0,30000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,CÔNG TY TNHH BPO INFINITY INNOVATIONS GROUP,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-bpo-infinity-innovations-group/212881.html,21/05/2025,https://www.topcv.vn/viec-lam/technical-game-artist/1702397.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:43:31,Game Design
Nhân Viên Kỹ Thuật Sản Xuất,['CAMERA MODULE'],,2,6,True,False,54.0,['Vĩnh Phúc'],,,4,"['tiếng Việt', 'tiếng Hàn']",Toàn thời gian,Cao Đẳng trở lên,Không yêu cầu,Nhân viên,Công Ty TNHH Cammsys Việt Nam,Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cammsys-viet-nam/21901.html,21/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-san-xuat/1656100.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:43:52,Kỹ thuật IT
Business Analyst,"['ODOO', 'BPMN', 'WMS']",['SQL'],2,6,True,False,44.5,['Hà Nội'],13000000.0,16000000.0,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,CÔNG TY TNHH Thương Mại và Giao nhận vận tải Quốc tế Trang Huy,Logistics - Vận tải,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-va-giao-nhan-van-tai-quoc-te-trang-huy/148402.html,31/05/2025,https://www.topcv.vn/viec-lam/business-analyst/1618203.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:44:16,Business Analyst (Phân tích nghiệp vụ)
Product Owner (Mid Level),"['FINTECH', 'AGILE SCRUM']",,2,6,False,False,45.0,['Hồ Chí Minh'],,50000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,4 năm,Nhân viên,CÔNG TY TNHH LIVE GROUP VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-live-group-viet-nam/101791.html,31/05/2025,https://www.topcv.vn/viec-lam/product-owner-mid-level/1521786.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:44:33,Product Owner/Product Manager
Fullstack Node Js Developer,"['NODEJS', 'VUE', 'REACTJS', 'AGILE', 'SCRUM']","['JAVASCRIPT', 'JAVA', 'GOLANG']",2,6,False,False,45.0,['Hà Nội'],20000000.0,45000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,4 năm,Nhân viên,Công ty Cổ phần Mirabo,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-mirabo/34096.html,21/05/2025,https://www.topcv.vn/viec-lam/fullstack-node-js-developer/1618168.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:44:54,Software Engineer
QA Engineer (English),"['API', 'SQL', 'POSTMAN', 'SOAPUI', 'AGILE', 'SCRUM']",['SQL'],2,6,False,False,45.0,['Hà Nội'],,38250000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY TNHH OUTCUBATOR VIỆT NAM,Tài chính,https://www.topcv.vn/cong-ty/cong-ty-tnhh-outcubator-viet-nam/48173.html,30/05/2025,https://www.topcv.vn/viec-lam/qa-engineer-english/1557774.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:45:14,Software Tester (Automation & Manual)
Kỹ Sư Network,"['WIFI', 'RUCKUS', 'ARUBA', 'CISCO', 'MIKROTIK', 'FIREWALL']",,2,6,False,False,45.0,['Đà Nẵng'],14000000.0,20000000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,NetNam Corp,Internet / Online,https://www.topcv.vn/cong-ty/netnam-corp/11137.html,21/05/2025,https://www.topcv.vn/viec-lam/ky-su-network/1702289.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:45:30,Network Engineer
Process Quality Assurance (PQA),,,2,6,False,False,47.5,['Hà Nội'],10000000.0,20000000.0,1,"['tiếng Việt', 'tiếng Anh', 'tiếng Nhật']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cổ phần Mirabo,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-mirabo/34096.html,21/05/2025,https://www.topcv.vn/viec-lam/process-quality-assurance-pqa/1369469.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:45:47,Process Quality Assurance (PQA)
Java Developer,"['SPRING BOOT', 'KAFKA', 'DOCKER', 'KUBERNETES', 'JENKINS', 'GITLAB CI/CD', 'POSTGRESQL', 'MYSQL', 'MONGODB', 'JUNIT', 'TESTNG', 'MICROSERVICES', 'RESTFUL APIS', 'CI/CD']","['JAVA', 'SQL', 'NOSQL']",2,6,False,False,47.5,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,5 năm,Nhân viên,Công ty TNHH Phần Mềm Dsoft,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phan-mem-dsoft/27213.html,30/05/2025,https://www.topcv.vn/viec-lam/java-developer/1652695.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:46:08,Fullstack Developer
Lập Trình Viên Android (Hệ Sinh Thái),"['ANDROID SDK', 'ANDROID STUDIO', 'KIẾN TRÚC PHẦN MỀM (MVC, MVVM, MVP)', 'JSON', 'HTTPS', 'RESTFUL SERVICE', 'CUSTOM VIEWS', 'FIGMA', 'UNIT TEST', 'REACT NATIVE', 'AGILE/SCRUM', 'SVN', 'GIT']","['JAVA', 'KOTLIN', 'XML']",2,6,False,False,45.0,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-cp-giai-phap-thanh-toan-viet-nam-vnpay/200858.html,31/07/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-android-he-sinh-thai/1579659.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:46:28,Software Engineer
Chuyên Viên Quản Trị Hệ Thống,"['WIN SERVER', 'LINUX', 'UNIX', 'ORACLE', 'SQL SERVER', 'POSTGREP', 'MYSQL', 'ORACLE PORTAL', 'WEBLOGIC', 'RHEL JBOSS', 'SAN', 'VMWARE', 'VM UNIX', 'CLOUD COMPUTING (AWS, AZURE, GCP)', 'HYPER V']",['SQL'],,,,,,['Hà Nội'],,25000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cổ phần Tin học - Viễn thông Hàng không,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tin-hoc-vien-thong-hang-khong/28312.html,21/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-he-thong/1276618.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:46:53,System Engineer
Techlead Fullstack Java,"['SPRING BOOT', 'SPRING CLOUD', 'SPRING SECURITY', 'HIBERNATE', 'JPA', 'RESTFUL APIS', 'MICROSERVICES', 'DOCKER', 'KUBERNETES', 'JUNIT', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'VUEJS', 'REACTJS']","['JAVA', 'JAVASCRIPT', 'SQL', 'NOSQL']",2,6,False,False,47.5,['Hà Nội'],40000000.0,55000000.0,1,"['tiếng Anh', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,5 năm,Trưởng nhóm,Công Ty Cổ Phần Công Nghệ VMO Holdings,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vmo-holdings/19112.html,30/05/2025,https://www.topcv.vn/viec-lam/techlead-fullstack-java-tieng-anh-giao-tiep-tot/1702257.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:47:13,Backend Developer
Nhân Viên Điều Phối Dự Án,"['JIRA', 'TRELLO', 'ASANA', 'MICROSOFT PROJECT', 'MICROSOFT OFFICE', 'AGILE', 'WATERFALL']",,2,6,False,False,47.5,['Hà Nội'],12000000.0,25000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CARO,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-cong-nghe-caro/83035.html,21/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-dieu-phoi-du-an/1702255.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:47:29,IT Project Manager
Kiểm thử phần mềm Tester Internship,['TEST'],,2,6,,False,,['Hà Nội'],3000000.0,5000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Thực tập sinh,Công ty Phát triển giải pháp và Công nghệ thông tin Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-phat-trien-giai-phap-va-cong-nghe-thong-tin-viet-nam/44000.html,29/05/2025,https://www.topcv.vn/viec-lam/kiem-thu-phan-mem-tester-internship/1530675.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:47:50,Software Tester (Automation & Manual)
Cocos Developer,"['GIT', 'OOP', 'COCOS CREATOR']","['JAVASCRIPT', 'TYPESCRIPT', 'C++']",2,6,False,False,45.0,['Hà Nội'],8000000.0,20000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,Công ty cổ phần Gamee,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-gamee/57309.html,21/05/2025,https://www.topcv.vn/viec-lam/cocos-developer/1657855.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:48:06,Mobile Developer
Business Analyst,['ODOO'],,2,6,True,False,44.0,['Hà Nội'],13000000.0,16000000.0,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,Công ty TNHH Thương mại và giao nhận vận tải quốc tế Trang Huy,Logistics - Vận tải,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-va-giao-nhan-van-tai-quoc-te-trang-huy/138973.html,31/05/2025,https://www.topcv.vn/viec-lam/business-analyst/1702198.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:48:24,Business Analyst (Phân tích nghiệp vụ)
Kế hoạch Phân Tích Và Điều Hành (PMO),,,2,6,False,False,47.5,['Hà Nội'],15000000.0,25000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty An ninh mạng Viettel- Chi nhánh Tập đoàn Công nghiệp- Viễn thông quân đội,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-an-ninh-mang-viettel-chi-nhanh-tap-doan-cong-nghiep-vien-thong-quan-doi/199018.html,21/05/2025,https://www.topcv.vn/viec-lam/ke-hoach-phan-tich-va-dieu-hanh-pmo/1702227.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:48:43,Product Owner/Product Manager
AI Engineer / Machine Learning Specialist,"['DOCKER', 'TENSORFLOW', 'PYTORCH', 'MLOPS', 'LLM', 'KERAS', 'SCIKIT-LEARN', 'KUBERNETES', 'MACHINE LEARNING ALGORITHMS', 'DEEP LEARNING', 'CNNS', 'RNNS', 'TRANSFORMERS', 'DATA PREPROCESSING', 'FEATURE ENGINEERING', 'MODEL EVALUATION', 'MODEL SELECTION', 'XGBOOST', 'MATPLOTLIB', 'SEABORN']","['PYTHON', 'SQL']",2,6,False,False,47.5,['Hà Nội'],20000000.0,35000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,"Step Up Education.,Jsc",IT - Phần mềm,https://www.topcv.vn/cong-ty/step-up-education-jsc/183271.html,31/05/2025,https://www.topcv.vn/viec-lam/ai-engineer-machine-learning-specialist/1526121.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:48:58,AI Engineer
Fresher Tester,"['MANUAL TESTING', 'POSTGRESQL', 'MYSQL']",,2,6,True,False,,['Hồ Chí Minh'],8000000.0,10000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,Công ty Cổ Phần Hóa Dầu Mekong,Sản xuất,https://www.topcv.vn/cong-ty/cong-ty-co-phan-hoa-dau-mekong/169313.html,21/05/2025,https://www.topcv.vn/viec-lam/fresher-tester/1700323.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:49:17,Manual Tester
Nhân Viên Tester Phần Mềm,"['TEST PLAN', 'TEST CASE', 'TEST DATA']",,2,6,False,False,42.75,['Hà Nội'],9000000.0,12000000.0,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-va-phat-trien-nang-luong-xanh-viet-nam/184370.html,21/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-tester-phan-mem/1565828.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:49:36,Software Tester (Automation & Manual)
Lập trình viên .NET,"['WEB API', 'DEVEPRESS', 'AZURE CLOUD', 'SQL SERVER', 'MONGODB', 'GIT', 'MICROSERVICES', 'API GATEWAY']","['C#', '.NET', 'ASP.NET', 'SQL', 'NOSQL']",2,6,False,False,47.75,['Hà Nội'],15000000.0,20000000.0,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-va-phat-trien-nang-luong-xanh-viet-nam/184370.html,21/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/1418379.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:49:53,Software Engineer
Kỹ Sư Cầu Nối (BrSE),"['GITHUB', 'GITLAB', 'GCP', 'AWS', 'AZURE', 'XCODE', 'IOS SDK', 'ANDROID STUDIO', 'INTELLIJ', 'ANDROID SDK', 'RESTFULAPIS', 'SOAP', 'POSTMAN', 'JSON', 'XML', 'OOP', 'DESIGN PATTERN', 'ORACLE', 'SQL SERVER', 'POSTGRESQL', 'MONGODB', 'CI/CD']","['OBJECTIVE-C', 'SWIFT', 'JAVA', 'KOLINT', 'PHP', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hà Nội'],40000000.0,55000000.0,1,"['tiếng Nhật', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty TNHH Zensho Hà Nội System Center,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-zensho-ha-noi-system-center/148829.html,21/05/2025,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse/1615745.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:50:14,Kỹ sư cầu nối BrSE
Senior .Net Developer (Backend),"['WEB API', 'AZURE CLOUD', 'SQL SERVER', 'MONGODB', 'GIT', 'DEEXPRESS']","['C#', '.NET', 'SQL', 'NOSQL']",2,6,False,False,42.75,['Hà Nội'],18000000.0,25000000.0,2,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,4 năm,Nhân viên,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-va-phat-trien-nang-luong-xanh-viet-nam/184370.html,21/05/2025,https://www.topcv.vn/viec-lam/senior-net-developer-backend/1549274.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:50:37,Software Engineer
Reactjs Developer,"['REACT HOOKS', 'COMPONENT LIFECYCLE', 'STATE MANAGEMENT', 'CONTEXT API', 'REDUX', 'ZUSTAND', 'TAILWIND CSS', 'RESTFUL API', 'GIT', 'UI/UX', 'NEXTJS', 'SOLID']","['JAVASCRIPT', 'TYPESCRIPT']",2,6,,False,,['Hà Nội'],20000000.0,35000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY CỔ PHẦN AUTHENTIC EDUCATION HUB,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-authentic-education-hub/203994.html,21/05/2025,https://www.topcv.vn/viec-lam/reactjs-developer/1702165.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:50:54,Kỹ thuật IT
Blockchain Developer - Wallet & Sol Token,"['EVM', 'WEB3.JS', 'ETHERS.JS', 'SOLANA WEB3.JS', 'HARDHAT', 'TRUFFLE', 'SOLANA', 'SPL TOKEN', 'DEFI']","['SOLIDITY', 'RUST', 'SQL']",2,6,False,False,47.5,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY CỔ PHẦN CÔNG NGHỆ & GIẢI PHÁP PHẦN MỀM BAMBOO,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-giai-phap-phan-mem-bamboo/190613.html,21/05/2025,https://www.topcv.vn/viec-lam/blockchain-developer-wallet-sol-token/1702171.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:51:16,Blockchain Engineer
Chief Technology Officer (CTO),"['DOCKER', 'KUBERNETES', 'POSTGRESQL', 'CASSANDRA', 'OPENSEARCH', 'S3', 'RABBITMQ']",['JAVA'],2,6,,,,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Pháp', 'tiếng Anh']",Toàn thời gian,Trung học phổ thông (Cấp 3) trở lên,Trên 5 năm,Giám đốc,Công ty TNHH Linagora,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-linagora/28211.html,21/05/2025,https://www.topcv.vn/viec-lam/chief-technology-officer/1500962.html?ta_source=ITJobs_LinkDetail,02/05/2025 14:51:35,Chief Technology Officer (CTO)
